profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrain,group
9,106,845,5,1,0,25,30,6,Gasoline,A
47,106,845,5,2,0,20,20,8,Electric,A
38,106,845,5,3,1,20,20,7,Electric,A
51,106,846,6,1,0,25,25,8,Electric,A
53,106,846,6,2,1,20,30,8,Electric,A
24,106,846,6,3,0,25,25,8,Gasoline,A
51,106,847,7,1,0,25,25,8,Electric,A
47,106,847,7,2,0,20,20,8,Electric,A
2,106,847,7,3,1,20,20,6,Gasoline,A
3,106,848,8,1,0,25,20,6,Gasoline,A
11,106,848,8,2,0,20,20,7,Gasoline,A
54,106,848,8,3,1,25,30,8,Electric,A
36,107,849,1,1,0,25,30,6,Electric,A
37,107,849,1,2,1,15,20,7,Electric,A
47,107,849,1,3,0,20,20,8,Electric,A
3,107,850,2,1,0,25,20,6,Gasoline,A
29,107,850,2,2,1,20,20,6,Electric,A
32,107,850,2,3,0,20,25,6,Electric,A
50,107,851,3,1,0,20,25,8,Electric,A
35,107,851,3,2,1,20,30,6,Electric,A
29,107,851,3,3,0,20,20,6,Electric,A
38,107,852,4,1,0,20,20,7,Electric,A
30,107,852,4,2,0,25,20,6,Electric,A
11,107,852,4,3,1,20,20,7,Gasoline,A
7,107,853,5,1,1,15,30,6,Gasoline,A
28,107,853,5,2,0,15,20,6,Electric,A
30,107,853,5,3,0,25,20,6,Electric,A
44,107,854,6,1,0,20,30,7,Electric,A
34,107,854,6,2,1,15,30,6,Electric,A
6,107,854,6,3,0,25,25,6,Gasoline,A
37,107,855,7,1,0,15,20,7,Electric,A
4,107,855,7,2,1,15,25,6,Gasoline,A
2,107,855,7,3,0,20,20,6,Gasoline,A
24,107,856,8,1,0,25,25,8,Gasoline,A
47,107,856,8,2,0,20,20,8,Electric,A
35,107,856,8,3,1,20,30,6,Electric,A
2,108,857,1,1,0,20,20,6,Gasoline,A
43,108,857,1,2,1,15,30,7,Electric,A
9,108,857,1,3,0,25,30,6,Gasoline,A
34,108,858,2,1,1,15,30,6,Electric,A
39,108,858,2,2,0,25,20,7,Electric,A
17,108,858,2,3,0,20,30,7,Gasoline,A
10,108,859,3,1,1,15,20,7,Gasoline,A
9,108,859,3,2,0,25,30,6,Gasoline,A
6,108,859,3,3,0,25,25,6,Gasoline,A
33,108,860,4,1,0,25,25,6,Electric,A
43,108,860,4,2,1,15,30,7,Electric,A
41,108,860,4,3,0,20,25,7,Electric,A
8,108,861,5,1,1,20,30,6,Gasoline,A
38,108,861,5,2,0,20,20,7,Electric,A
54,108,861,5,3,0,25,30,8,Electric,A
30,108,862,6,1,0,25,20,6,Electric,A
43,108,862,6,2,1,15,30,7,Electric,A
36,108,862,6,3,0,25,30,6,Electric,A
15,108,863,7,1,0,25,25,7,Gasoline,A
37,108,863,7,2,1,15,20,7,Electric,A
8,108,863,7,3,0,20,30,6,Gasoline,A
18,108,864,8,1,0,25,30,7,Gasoline,A
28,108,864,8,2,1,15,20,6,Electric,A
3,108,864,8,3,0,25,20,6,Gasoline,A
25,109,865,1,1,1,15,30,8,Gasoline,A
43,109,865,1,2,0,15,30,7,Electric,A
33,109,865,1,3,0,25,25,6,Electric,A
47,109,866,2,1,0,20,20,8,Electric,A
27,109,866,2,2,0,25,30,8,Gasoline,A
23,109,866,2,3,1,20,25,8,Gasoline,A
24,109,867,3,1,0,25,25,8,Gasoline,A
3,109,867,3,2,0,25,20,6,Gasoline,A
32,109,867,3,3,1,20,25,6,Electric,A
48,109,868,4,1,0,25,20,8,Electric,A
3,109,868,4,2,0,25,20,6,Gasoline,A
26,109,868,4,3,1,20,30,8,Gasoline,A
28,109,869,5,1,1,15,20,6,Electric,A
50,109,869,5,2,0,20,25,8,Electric,A
21,109,869,5,3,0,25,20,8,Gasoline,A
14,109,870,6,1,0,20,25,7,Gasoline,A
3,109,870,6,2,0,25,20,6,Gasoline,A
8,109,870,6,3,1,20,30,6,Gasoline,A
15,109,871,7,1,0,25,25,7,Gasoline,A
20,109,871,7,2,1,20,20,8,Gasoline,A
2,109,871,7,3,0,20,20,6,Gasoline,A
30,109,872,8,1,0,25,20,6,Electric,A
49,109,872,8,2,1,15,25,8,Electric,A
6,109,872,8,3,0,25,25,6,Gasoline,A
31,110,873,1,1,0,15,25,6,Electric,A
53,110,873,1,2,1,20,30,8,Electric,A
19,110,873,1,3,0,15,20,8,Gasoline,A
16,110,874,2,1,1,15,30,7,Gasoline,A
34,110,874,2,2,0,15,30,6,Electric,A
30,110,874,2,3,0,25,20,6,Electric,A
28,110,875,3,1,1,15,20,6,Electric,A
47,110,875,3,2,0,20,20,8,Electric,A
54,110,875,3,3,0,25,30,8,Electric,A
49,110,876,4,1,1,15,25,8,Electric,A
54,110,876,4,2,0,25,30,8,Electric,A
47,110,876,4,3,0,20,20,8,Electric,A
54,110,877,5,1,0,25,30,8,Electric,A
32,110,877,5,2,0,20,25,6,Electric,A
25,110,877,5,3,1,15,30,8,Gasoline,A
52,110,878,6,1,1,15,30,8,Electric,A
41,110,878,6,2,0,20,25,7,Electric,A
47,110,878,6,3,0,20,20,8,Electric,A
43,110,879,7,1,1,15,30,7,Electric,A
39,110,879,7,2,0,25,20,7,Electric,A
31,110,879,7,3,0,15,25,6,Electric,A
9,110,880,8,1,0,25,30,6,Gasoline,A
35,110,880,8,2,1,20,30,6,Electric,A
27,110,880,8,3,0,25,30,8,Gasoline,A
4,111,881,1,1,1,15,25,6,Gasoline,A
17,111,881,1,2,0,20,30,7,Gasoline,A
31,111,881,1,3,0,15,25,6,Electric,A
5,111,882,2,1,0,20,25,6,Gasoline,A
54,111,882,2,2,0,25,30,8,Electric,A
32,111,882,2,3,1,20,25,6,Electric,A
53,111,883,3,1,0,20,30,8,Electric,A
3,111,883,3,2,0,25,20,6,Gasoline,A
14,111,883,3,3,1,20,25,7,Gasoline,A
35,111,884,4,1,0,20,30,6,Electric,A
3,111,884,4,2,0,25,20,6,Gasoline,A
31,111,884,4,3,1,15,25,6,Electric,A
10,111,885,5,1,0,15,20,7,Gasoline,A
34,111,885,5,2,1,15,30,6,Electric,A
44,111,885,5,3,0,20,30,7,Electric,A
24,111,886,6,1,0,25,25,8,Gasoline,A
3,111,886,6,2,0,25,20,6,Gasoline,A
14,111,886,6,3,1,20,25,7,Gasoline,A
54,111,887,7,1,0,25,30,8,Electric,A
22,111,887,7,2,1,15,25,8,Gasoline,A
51,111,887,7,3,0,25,25,8,Electric,A
36,111,888,8,1,0,25,30,6,Electric,A
52,111,888,8,2,1,15,30,8,Electric,A
41,111,888,8,3,0,20,25,7,Electric,A
35,112,889,1,1,0,20,30,6,Electric,A
46,112,889,1,2,0,15,20,8,Electric,A
22,112,889,1,3,1,15,25,8,Gasoline,A
22,112,890,2,1,1,15,25,8,Gasoline,A
8,112,890,2,2,0,20,30,6,Gasoline,A
3,112,890,2,3,0,25,20,6,Gasoline,A
54,112,891,3,1,0,25,30,8,Electric,A
28,112,891,3,2,0,15,20,6,Electric,A
52,112,891,3,3,1,15,30,8,Electric,A
30,112,892,4,1,0,25,20,6,Electric,A
13,112,892,4,2,1,15,25,7,Gasoline,A
32,112,892,4,3,0,20,25,6,Electric,A
35,112,893,5,1,0,20,30,6,Electric,A
43,112,893,5,2,1,15,30,7,Electric,A
13,112,893,5,3,0,15,25,7,Gasoline,A
47,112,894,6,1,0,20,20,8,Electric,A
29,112,894,6,2,1,20,20,6,Electric,A
48,112,894,6,3,0,25,20,8,Electric,A
7,112,895,7,1,1,15,30,6,Gasoline,A
6,112,895,7,2,0,25,25,6,Gasoline,A
44,112,895,7,3,0,20,30,7,Electric,A
2,112,896,8,1,0,20,20,6,Gasoline,A
36,112,896,8,2,0,25,30,6,Electric,A
40,112,896,8,3,1,15,25,7,Electric,A
17,113,897,1,1,0,20,30,7,Gasoline,A
53,113,897,1,2,0,20,30,8,Electric,A
49,113,897,1,3,1,15,25,8,Electric,A
3,113,898,2,1,0,25,20,6,Gasoline,A
17,113,898,2,2,0,20,30,7,Gasoline,A
22,113,898,2,3,1,15,25,8,Gasoline,A
45,113,899,3,1,0,25,30,7,Electric,A
41,113,899,3,2,0,20,25,7,Electric,A
13,113,899,3,3,1,15,25,7,Gasoline,A
36,113,900,4,1,0,25,30,6,Electric,A
49,113,900,4,2,1,15,25,8,Electric,A
26,113,900,4,3,0,20,30,8,Gasoline,A
20,113,901,5,1,0,20,20,8,Gasoline,A
53,113,901,5,2,0,20,30,8,Electric,A
34,113,901,5,3,1,15,30,6,Electric,A
51,113,902,6,1,0,25,25,8,Electric,A
28,113,902,6,2,1,15,20,6,Electric,A
24,113,902,6,3,0,25,25,8,Gasoline,A
49,113,903,7,1,0,15,25,8,Electric,A
16,113,903,7,2,1,15,30,7,Gasoline,A
50,113,903,7,3,0,20,25,8,Electric,A
38,113,904,8,1,0,20,20,7,Electric,A
17,113,904,8,2,1,20,30,7,Gasoline,A
36,113,904,8,3,0,25,30,6,Electric,A
13,114,905,1,1,1,15,25,7,Gasoline,A
2,114,905,1,2,0,20,20,6,Gasoline,A
38,114,905,1,3,0,20,20,7,Electric,A
48,114,906,2,1,0,25,20,8,Electric,A
16,114,906,2,2,1,15,30,7,Gasoline,A
50,114,906,2,3,0,20,25,8,Electric,A
5,114,907,3,1,0,20,25,6,Gasoline,A
54,114,907,3,2,0,25,30,8,Electric,A
43,114,907,3,3,1,15,30,7,Electric,A
36,114,908,4,1,0,25,30,6,Electric,A
46,114,908,4,2,1,15,20,8,Electric,A
9,114,908,4,3,0,25,30,6,Gasoline,A
47,114,909,5,1,0,20,20,8,Electric,A
32,114,909,5,2,1,20,25,6,Electric,A
17,114,909,5,3,0,20,30,7,Gasoline,A
19,114,910,6,1,0,15,20,8,Gasoline,A
2,114,910,6,2,0,20,20,6,Gasoline,A
16,114,910,6,3,1,15,30,7,Gasoline,A
16,114,911,7,1,1,15,30,7,Gasoline,A
4,114,911,7,2,0,15,25,6,Gasoline,A
10,114,911,7,3,0,15,20,7,Gasoline,A
2,114,912,8,1,0,20,20,6,Gasoline,A
23,114,912,8,2,1,20,25,8,Gasoline,A
41,114,912,8,3,0,20,25,7,Electric,A
18,115,913,1,1,0,25,30,7,Gasoline,A
48,115,913,1,2,0,25,20,8,Electric,A
14,115,913,1,3,1,20,25,7,Gasoline,A
51,115,914,2,1,0,25,25,8,Electric,A
4,115,914,2,2,1,15,25,6,Gasoline,A
12,115,914,2,3,0,25,20,7,Gasoline,A
18,115,915,3,1,0,25,30,7,Gasoline,A
17,115,915,3,2,1,20,30,7,Gasoline,A
38,115,915,3,3,0,20,20,7,Electric,A
27,115,916,4,1,0,25,30,8,Gasoline,A
50,115,916,4,2,0,20,25,8,Electric,A
13,115,916,4,3,1,15,25,7,Gasoline,A
3,115,917,5,1,0,25,20,6,Gasoline,A
2,115,917,5,2,0,20,20,6,Gasoline,A
35,115,917,5,3,1,20,30,6,Electric,A
47,115,918,6,1,0,20,20,8,Electric,A
52,115,918,6,2,1,15,30,8,Electric,A
29,115,918,6,3,0,20,20,6,Electric,A
12,115,919,7,1,0,25,20,7,Gasoline,A
7,115,919,7,2,1,15,30,6,Gasoline,A
50,115,919,7,3,0,20,25,8,Electric,A
11,115,920,8,1,0,20,20,7,Gasoline,A
5,115,920,8,2,1,20,25,6,Gasoline,A
39,115,920,8,3,0,25,20,7,Electric,A
16,116,921,1,1,1,15,30,7,Gasoline,A
8,116,921,1,2,0,20,30,6,Gasoline,A
44,116,921,1,3,0,20,30,7,Electric,A
3,116,922,2,1,0,25,20,6,Gasoline,A
17,116,922,2,2,1,20,30,7,Gasoline,A
14,116,922,2,3,0,20,25,7,Gasoline,A
52,116,923,3,1,0,15,30,8,Electric,A
28,116,923,3,2,0,15,20,6,Electric,A
40,116,923,3,3,1,15,25,7,Electric,A
44,116,924,4,1,0,20,30,7,Electric,A
19,116,924,4,2,0,15,20,8,Gasoline,A
13,116,924,4,3,1,15,25,7,Gasoline,A
34,116,925,5,1,1,15,30,6,Electric,A
51,116,925,5,2,0,25,25,8,Electric,A
20,116,925,5,3,0,20,20,8,Gasoline,A
13,116,926,6,1,1,15,25,7,Gasoline,A
50,116,926,6,2,0,20,25,8,Electric,A
28,116,926,6,3,0,15,20,6,Electric,A
23,116,927,7,1,0,20,25,8,Gasoline,A
1,116,927,7,2,1,15,20,6,Gasoline,A
40,116,927,7,3,0,15,25,7,Electric,A
47,116,928,8,1,0,20,20,8,Electric,A
9,116,928,8,2,0,25,30,6,Gasoline,A
4,116,928,8,3,1,15,25,6,Gasoline,A
1,117,929,1,1,1,15,20,6,Gasoline,A
45,117,929,1,2,0,25,30,7,Electric,A
47,117,929,1,3,0,20,20,8,Electric,A
15,117,930,2,1,0,25,25,7,Gasoline,A
13,117,930,2,2,1,15,25,7,Gasoline,A
48,117,930,2,3,0,25,20,8,Electric,A
28,117,931,3,1,0,15,20,6,Electric,A
1,117,931,3,2,1,15,20,6,Gasoline,A
50,117,931,3,3,0,20,25,8,Electric,A
3,117,932,4,1,0,25,20,6,Gasoline,A
26,117,932,4,2,1,20,30,8,Gasoline,A
8,117,932,4,3,0,20,30,6,Gasoline,A
48,117,933,5,1,0,25,20,8,Electric,A
41,117,933,5,2,0,20,25,7,Electric,A
11,117,933,5,3,1,20,20,7,Gasoline,A
36,117,934,6,1,0,25,30,6,Electric,A
9,117,934,6,2,0,25,30,6,Gasoline,A
46,117,934,6,3,1,15,20,8,Electric,A
19,117,935,7,1,1,15,20,8,Gasoline,A
8,117,935,7,2,0,20,30,6,Gasoline,A
17,117,935,7,3,0,20,30,7,Gasoline,A
34,117,936,8,1,1,15,30,6,Electric,A
22,117,936,8,2,0,15,25,8,Gasoline,A
3,117,936,8,3,0,25,20,6,Gasoline,A
36,118,937,1,1,1,25,30,6,Electric,A
54,118,937,1,2,0,25,30,8,Electric,A
6,118,937,1,3,0,25,25,6,Gasoline,A
17,118,938,2,1,0,20,30,7,Gasoline,A
54,118,938,2,2,0,25,30,8,Electric,A
49,118,938,2,3,1,15,25,8,Electric,A
11,118,939,3,1,0,20,20,7,Gasoline,A
46,118,939,3,2,0,15,20,8,Electric,A
25,118,939,3,3,1,15,30,8,Gasoline,A
37,118,940,4,1,1,15,20,7,Electric,A
29,118,940,4,2,0,20,20,6,Electric,A
53,118,940,4,3,0,20,30,8,Electric,A
7,118,941,5,1,1,15,30,6,Gasoline,A
15,118,941,5,2,0,25,25,7,Gasoline,A
14,118,941,5,3,0,20,25,7,Gasoline,A
41,118,942,6,1,1,20,25,7,Electric,A
53,118,942,6,2,0,20,30,8,Electric,A
51,118,942,6,3,0,25,25,8,Electric,A
37,118,943,7,1,0,15,20,7,Electric,A
13,118,943,7,2,1,15,25,7,Gasoline,A
26,118,943,7,3,0,20,30,8,Gasoline,A
13,118,944,8,1,1,15,25,7,Gasoline,A
41,118,944,8,2,0,20,25,7,Electric,A
44,118,944,8,3,0,20,30,7,Electric,A
2,119,945,1,1,0,20,20,6,Gasoline,A
19,119,945,1,2,1,15,20,8,Gasoline,A
37,119,945,1,3,0,15,20,7,Electric,A
16,119,946,2,1,1,15,30,7,Gasoline,A
45,119,946,2,2,0,25,30,7,Electric,A
54,119,946,2,3,0,25,30,8,Electric,A
26,119,947,3,1,0,20,30,8,Gasoline,A
28,119,947,3,2,1,15,20,6,Electric,A
32,119,947,3,3,0,20,25,6,Electric,A
4,119,948,4,1,1,15,25,6,Gasoline,A
42,119,948,4,2,0,25,25,7,Electric,A
21,119,948,4,3,0,25,20,8,Gasoline,A
33,119,949,5,1,0,25,25,6,Electric,A
21,119,949,5,2,0,25,20,8,Gasoline,A
14,119,949,5,3,1,20,25,7,Gasoline,A
24,119,950,6,1,0,25,25,8,Gasoline,A
40,119,950,6,2,1,15,25,7,Electric,A
38,119,950,6,3,0,20,20,7,Electric,A
27,119,951,7,1,0,25,30,8,Gasoline,A
43,119,951,7,2,0,15,30,7,Electric,A
7,119,951,7,3,1,15,30,6,Gasoline,A
45,119,952,8,1,0,25,30,7,Electric,A
25,119,952,8,2,1,15,30,8,Gasoline,A
6,119,952,8,3,0,25,25,6,Gasoline,A
16,120,953,1,1,1,15,30,7,Gasoline,A
43,120,953,1,2,0,15,30,7,Electric,A
53,120,953,1,3,0,20,30,8,Electric,A
34,120,954,2,1,0,15,30,6,Electric,A
5,120,954,2,2,0,20,25,6,Gasoline,A
7,120,954,2,3,1,15,30,6,Gasoline,A
51,120,955,3,1,0,25,25,8,Electric,A
21,120,955,3,2,0,25,20,8,Gasoline,A
3,120,955,3,3,1,25,20,6,Gasoline,A
54,120,956,4,1,0,25,30,8,Electric,A
25,120,956,4,2,1,15,30,8,Gasoline,A
26,120,956,4,3,0,20,30,8,Gasoline,A
40,120,957,5,1,1,15,25,7,Electric,A
1,120,957,5,2,0,15,20,6,Gasoline,A
11,120,957,5,3,0,20,20,7,Gasoline,A
29,120,958,6,1,0,20,20,6,Electric,A
24,120,958,6,2,0,25,25,8,Gasoline,A
5,120,958,6,3,1,20,25,6,Gasoline,A
25,120,959,7,1,1,15,30,8,Gasoline,A
32,120,959,7,2,0,20,25,6,Electric,A
28,120,959,7,3,0,15,20,6,Electric,A
51,120,960,8,1,0,25,25,8,Electric,A
54,120,960,8,2,0,25,30,8,Electric,A
44,120,960,8,3,1,20,30,7,Electric,A
48,121,961,1,1,0,25,20,8,Electric,A
41,121,961,1,2,0,20,25,7,Electric,A
20,121,961,1,3,1,20,20,8,Gasoline,A
20,121,962,2,1,0,20,20,8,Gasoline,A
50,121,962,2,2,0,20,25,8,Electric,A
35,121,962,2,3,1,20,30,6,Electric,A
2,121,963,3,1,0,20,20,6,Gasoline,A
9,121,963,3,2,0,25,30,6,Gasoline,A
40,121,963,3,3,1,15,25,7,Electric,A
50,121,964,4,1,1,20,25,8,Electric,A
9,121,964,4,2,0,25,30,6,Gasoline,A
21,121,964,4,3,0,25,20,8,Gasoline,A
18,121,965,5,1,0,25,30,7,Gasoline,A
51,121,965,5,2,0,25,25,8,Electric,A
22,121,965,5,3,1,15,25,8,Gasoline,A
21,121,966,6,1,0,25,20,8,Gasoline,A
42,121,966,6,2,0,25,25,7,Electric,A
37,121,966,6,3,1,15,20,7,Electric,A
37,121,967,7,1,1,15,20,7,Electric,A
15,121,967,7,2,0,25,25,7,Gasoline,A
42,121,967,7,3,0,25,25,7,Electric,A
27,121,968,8,1,1,25,30,8,Gasoline,A
21,121,968,8,2,0,25,20,8,Gasoline,A
39,121,968,8,3,0,25,20,7,Electric,A
27,122,969,1,1,0,25,30,8,Gasoline,A
38,122,969,1,2,0,20,20,7,Electric,A
52,122,969,1,3,1,15,30,8,Electric,A
27,122,970,2,1,0,25,30,8,Gasoline,A
8,122,970,2,2,1,20,30,6,Gasoline,A
42,122,970,2,3,0,25,25,7,Electric,A
47,122,971,3,1,1,20,20,8,Electric,A
30,122,971,3,2,0,25,20,6,Electric,A
45,122,971,3,3,0,25,30,7,Electric,A
18,122,972,4,1,1,25,30,7,Gasoline,A
12,122,972,4,2,0,25,20,7,Gasoline,A
3,122,972,4,3,0,25,20,6,Gasoline,A
53,122,973,5,1,0,20,30,8,Electric,A
12,122,973,5,2,0,25,20,7,Gasoline,A
41,122,973,5,3,1,20,25,7,Electric,A
14,122,974,6,1,0,20,25,7,Gasoline,A
13,122,974,6,2,0,15,25,7,Gasoline,A
4,122,974,6,3,1,15,25,6,Gasoline,A
6,122,975,7,1,0,25,25,6,Gasoline,A
15,122,975,7,2,0,25,25,7,Gasoline,A
7,122,975,7,3,1,15,30,6,Gasoline,A
41,122,976,8,1,0,20,25,7,Electric,A
25,122,976,8,2,1,15,30,8,Gasoline,A
2,122,976,8,3,0,20,20,6,Gasoline,A
12,123,977,1,1,0,25,20,7,Gasoline,A
20,123,977,1,2,1,20,20,8,Gasoline,A
44,123,977,1,3,0,20,30,7,Electric,A
15,123,978,2,1,0,25,25,7,Gasoline,A
47,123,978,2,2,0,20,20,8,Electric,A
14,123,978,2,3,1,20,25,7,Gasoline,A
38,123,979,3,1,1,20,20,7,Electric,A
27,123,979,3,2,0,25,30,8,Gasoline,A
15,123,979,3,3,0,25,25,7,Gasoline,A
2,123,980,4,1,1,20,20,6,Gasoline,A
48,123,980,4,2,0,25,20,8,Electric,A
14,123,980,4,3,0,20,25,7,Gasoline,A
45,123,981,5,1,0,25,30,7,Electric,A
23,123,981,5,2,1,20,25,8,Gasoline,A
21,123,981,5,3,0,25,20,8,Gasoline,A
8,123,982,6,1,0,20,30,6,Gasoline,A
48,123,982,6,2,0,25,20,8,Electric,A
13,123,982,6,3,1,15,25,7,Gasoline,A
29,123,983,7,1,0,20,20,6,Electric,A
43,123,983,7,2,1,15,30,7,Electric,A
35,123,983,7,3,0,20,30,6,Electric,A
44,123,984,8,1,0,20,30,7,Electric,A
10,123,984,8,2,0,15,20,7,Gasoline,A
13,123,984,8,3,1,15,25,7,Gasoline,A
53,124,985,1,1,0,20,30,8,Electric,A
1,124,985,1,2,0,15,20,6,Gasoline,A
7,124,985,1,3,1,15,30,6,Gasoline,A
52,124,986,2,1,1,15,30,8,Electric,A
11,124,986,2,2,0,20,20,7,Gasoline,A
7,124,986,2,3,0,15,30,6,Gasoline,A
24,124,987,3,1,0,25,25,8,Gasoline,A
7,124,987,3,2,1,15,30,6,Gasoline,A
10,124,987,3,3,0,15,20,7,Gasoline,A
2,124,988,4,1,1,20,20,6,Gasoline,A
54,124,988,4,2,0,25,30,8,Electric,A
3,124,988,4,3,0,25,20,6,Gasoline,A
29,124,989,5,1,0,20,20,6,Electric,A
49,124,989,5,2,1,15,25,8,Electric,A
11,124,989,5,3,0,20,20,7,Gasoline,A
27,124,990,6,1,1,25,30,8,Gasoline,A
48,124,990,6,2,0,25,20,8,Electric,A
3,124,990,6,3,0,25,20,6,Gasoline,A
49,124,991,7,1,1,15,25,8,Electric,A
40,124,991,7,2,0,15,25,7,Electric,A
17,124,991,7,3,0,20,30,7,Gasoline,A
50,124,992,8,1,0,20,25,8,Electric,A
4,124,992,8,2,1,15,25,6,Gasoline,A
17,124,992,8,3,0,20,30,7,Gasoline,A
8,125,993,1,1,1,20,30,6,Gasoline,A
17,125,993,1,2,0,20,30,7,Gasoline,A
38,125,993,1,3,0,20,20,7,Electric,A
15,125,994,2,1,0,25,25,7,Gasoline,A
19,125,994,2,2,0,15,20,8,Gasoline,A
16,125,994,2,3,1,15,30,7,Gasoline,A
43,125,995,3,1,0,15,30,7,Electric,A
20,125,995,3,2,0,20,20,8,Gasoline,A
31,125,995,3,3,1,15,25,6,Electric,A
50,125,996,4,1,0,20,25,8,Electric,A
20,125,996,4,2,1,20,20,8,Gasoline,A
45,125,996,4,3,0,25,30,7,Electric,A
44,125,997,5,1,1,20,30,7,Electric,A
50,125,997,5,2,0,20,25,8,Electric,A
54,125,997,5,3,0,25,30,8,Electric,A
8,125,998,6,1,0,20,30,6,Gasoline,A
28,125,998,6,2,0,15,20,6,Electric,A
25,125,998,6,3,1,15,30,8,Gasoline,A
43,125,999,7,1,1,15,30,7,Electric,A
51,125,999,7,2,0,25,25,8,Electric,A
11,125,999,7,3,0,20,20,7,Gasoline,A
19,125,1000,8,1,0,15,20,8,Gasoline,A
4,125,1000,8,2,1,15,25,6,Gasoline,A
1,125,1000,8,3,0,15,20,6,Gasoline,A
35,126,1001,1,1,1,20,30,6,Electric,A
29,126,1001,1,2,0,20,20,6,Electric,A
24,126,1001,1,3,0,25,25,8,Gasoline,A
22,126,1002,2,1,0,15,25,8,Gasoline,A
40,126,1002,2,2,0,15,25,7,Electric,A
25,126,1002,2,3,1,15,30,8,Gasoline,A
10,126,1003,3,1,0,15,20,7,Gasoline,A
8,126,1003,3,2,0,20,30,6,Gasoline,A
52,126,1003,3,3,1,15,30,8,Electric,A
13,126,1004,4,1,1,15,25,7,Gasoline,A
3,126,1004,4,2,0,25,20,6,Gasoline,A
32,126,1004,4,3,0,20,25,6,Electric,A
22,126,1005,5,1,1,15,25,8,Gasoline,A
41,126,1005,5,2,0,20,25,7,Electric,A
16,126,1005,5,3,0,15,30,7,Gasoline,A
54,126,1006,6,1,0,25,30,8,Electric,A
43,126,1006,6,2,1,15,30,7,Electric,A
21,126,1006,6,3,0,25,20,8,Gasoline,A
17,126,1007,7,1,1,20,30,7,Gasoline,A
54,126,1007,7,2,0,25,30,8,Electric,A
4,126,1007,7,3,0,15,25,6,Gasoline,A
34,126,1008,8,1,1,15,30,6,Electric,A
14,126,1008,8,2,0,20,25,7,Gasoline,A
36,126,1008,8,3,0,25,30,6,Electric,A
39,127,1009,1,1,0,25,20,7,Electric,A
50,127,1009,1,2,1,20,25,8,Electric,A
53,127,1009,1,3,0,20,30,8,Electric,A
49,127,1010,2,1,1,15,25,8,Electric,A
30,127,1010,2,2,0,25,20,6,Electric,A
23,127,1010,2,3,0,20,25,8,Gasoline,A
14,127,1011,3,1,0,20,25,7,Gasoline,A
34,127,1011,3,2,1,15,30,6,Electric,A
38,127,1011,3,3,0,20,20,7,Electric,A
22,127,1012,4,1,1,15,25,8,Gasoline,A
51,127,1012,4,2,0,25,25,8,Electric,A
33,127,1012,4,3,0,25,25,6,Electric,A
34,127,1013,5,1,0,15,30,6,Electric,A
1,127,1013,5,2,1,15,20,6,Gasoline,A
5,127,1013,5,3,0,20,25,6,Gasoline,A
16,127,1014,6,1,1,15,30,7,Gasoline,A
36,127,1014,6,2,0,25,30,6,Electric,A
22,127,1014,6,3,0,15,25,8,Gasoline,A
47,127,1015,7,1,0,20,20,8,Electric,A
45,127,1015,7,2,0,25,30,7,Electric,A
22,127,1015,7,3,1,15,25,8,Gasoline,A
36,127,1016,8,1,0,25,30,6,Electric,A
29,127,1016,8,2,0,20,20,6,Electric,A
49,127,1016,8,3,1,15,25,8,Electric,A
49,128,1017,1,1,1,15,25,8,Electric,A
14,128,1017,1,2,0,20,25,7,Gasoline,A
6,128,1017,1,3,0,25,25,6,Gasoline,A
14,128,1018,2,1,0,20,25,7,Gasoline,A
31,128,1018,2,2,1,15,25,6,Electric,A
6,128,1018,2,3,0,25,25,6,Gasoline,A
41,128,1019,3,1,0,20,25,7,Electric,A
40,128,1019,3,2,1,15,25,7,Electric,A
19,128,1019,3,3,0,15,20,8,Gasoline,A
12,128,1020,4,1,0,25,20,7,Gasoline,A
25,128,1020,4,2,1,15,30,8,Gasoline,A
43,128,1020,4,3,0,15,30,7,Electric,A
43,128,1021,5,1,0,15,30,7,Electric,A
26,128,1021,5,2,1,20,30,8,Gasoline,A
17,128,1021,5,3,0,20,30,7,Gasoline,A
25,128,1022,6,1,1,15,30,8,Gasoline,A
7,128,1022,6,2,0,15,30,6,Gasoline,A
48,128,1022,6,3,0,25,20,8,Electric,A
5,128,1023,7,1,0,20,25,6,Gasoline,A
22,128,1023,7,2,1,15,25,8,Gasoline,A
54,128,1023,7,3,0,25,30,8,Electric,A
36,128,1024,8,1,0,25,30,6,Electric,A
2,128,1024,8,2,1,20,20,6,Gasoline,A
38,128,1024,8,3,0,20,20,7,Electric,A
50,129,1025,1,1,0,20,25,8,Electric,A
16,129,1025,1,2,1,15,30,7,Gasoline,A
3,129,1025,1,3,0,25,20,6,Gasoline,A
37,129,1026,2,1,0,15,20,7,Electric,A
11,129,1026,2,2,1,20,20,7,Gasoline,A
51,129,1026,2,3,0,25,25,8,Electric,A
47,129,1027,3,1,0,20,20,8,Electric,A
16,129,1027,3,2,1,15,30,7,Gasoline,A
50,129,1027,3,3,0,20,25,8,Electric,A
22,129,1028,4,1,1,15,25,8,Gasoline,A
36,129,1028,4,2,0,25,30,6,Electric,A
54,129,1028,4,3,0,25,30,8,Electric,A
29,129,1029,5,1,0,20,20,6,Electric,A
6,129,1029,5,2,0,25,25,6,Gasoline,A
44,129,1029,5,3,1,20,30,7,Electric,A
