profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrain
31,66,528,8,1,0,15,25,6,Electric
26,66,528,8,2,0,20,30,8,Gasoline
19,66,528,8,3,1,15,20,8,Gasoline
18,67,529,1,1,0,25,30,7,Gasoline
12,67,529,1,2,0,25,20,7,Gasoline
28,67,529,1,3,1,15,20,6,Electric
54,67,530,2,1,0,25,30,8,Electric
15,67,530,2,2,1,25,25,7,Gasoline
33,67,530,2,3,0,25,25,6,Electric
18,67,531,3,1,0,25,30,7,Gasoline
43,67,531,3,2,1,15,30,7,Electric
37,67,531,3,3,0,15,20,7,Electric
14,67,532,4,1,0,20,25,7,Gasoline
10,67,532,4,2,0,15,20,7,Gasoline
19,67,532,4,3,1,15,20,8,Gasoline
27,67,533,5,1,0,25,30,8,Gasoline
2,67,533,5,2,1,20,20,6,Gasoline
48,67,533,5,3,0,25,20,8,Electric
47,67,534,6,1,0,20,20,8,Electric
37,67,534,6,2,0,15,20,7,Electric
16,67,534,6,3,1,15,30,7,Gasoline
52,67,535,7,1,1,15,30,8,Electric
40,67,535,7,2,0,15,25,7,Electric
53,67,535,7,3,0,20,30,8,Electric
46,67,536,8,1,0,15,20,8,Electric
28,67,536,8,2,1,15,20,6,Electric
33,67,536,8,3,0,25,25,6,Electric
27,68,537,1,1,1,25,30,8,Gasoline
18,68,537,1,2,0,25,30,7,Gasoline
39,68,537,1,3,0,25,20,7,Electric
22,68,538,2,1,1,15,25,8,Gasoline
36,68,538,2,2,0,25,30,6,Electric
31,68,538,2,3,0,15,25,6,Electric
2,68,539,3,1,0,20,20,6,Gasoline
46,68,539,3,2,0,15,20,8,Electric
17,68,539,3,3,1,20,30,7,Gasoline
1,68,540,4,1,1,15,20,6,Gasoline
32,68,540,4,2,0,20,25,6,Electric
30,68,540,4,3,0,25,20,6,Electric
11,68,541,5,1,0,20,20,7,Gasoline
50,68,541,5,2,0,20,25,8,Electric
7,68,541,5,3,1,15,30,6,Gasoline
20,68,542,6,1,1,20,20,8,Gasoline
21,68,542,6,2,0,25,20,8,Gasoline
48,68,542,6,3,0,25,20,8,Electric
3,68,543,7,1,1,25,20,6,Gasoline
33,68,543,7,2,0,25,25,6,Electric
54,68,543,7,3,0,25,30,8,Electric
34,68,544,8,1,1,15,30,6,Electric
49,68,544,8,2,0,15,25,8,Electric
2,68,544,8,3,0,20,20,6,Gasoline
49,69,545,1,1,0,15,25,8,Electric
20,69,545,1,2,0,20,20,8,Gasoline
10,69,545,1,3,1,15,20,7,Gasoline
12,69,546,2,1,0,25,20,7,Gasoline
14,69,546,2,2,1,20,25,7,Gasoline
27,69,546,2,3,0,25,30,8,Gasoline
50,69,547,3,1,0,20,25,8,Electric
52,69,547,3,2,1,15,30,8,Electric
48,69,547,3,3,0,25,20,8,Electric
23,69,548,4,1,0,20,25,8,Gasoline
37,69,548,4,2,1,15,20,7,Electric
27,69,548,4,3,0,25,30,8,Gasoline
19,69,549,5,1,1,15,20,8,Gasoline
31,69,549,5,2,0,15,25,6,Electric
52,69,549,5,3,0,15,30,8,Electric
16,69,550,6,1,1,15,30,7,Gasoline
51,69,550,6,2,0,25,25,8,Electric
5,69,550,6,3,0,20,25,6,Gasoline
47,69,551,7,1,0,20,20,8,Electric
16,69,551,7,2,1,15,30,7,Gasoline
37,69,551,7,3,0,15,20,7,Electric
50,69,552,8,1,0,20,25,8,Electric
44,69,552,8,2,0,20,30,7,Electric
14,69,552,8,3,1,20,25,7,Gasoline
44,70,553,1,1,0,20,30,7,Electric
9,70,553,1,2,0,25,30,6,Gasoline
34,70,553,1,3,1,15,30,6,Electric
36,70,554,2,1,0,25,30,6,Electric
25,70,554,2,2,1,15,30,8,Gasoline
5,70,554,2,3,0,20,25,6,Gasoline
29,70,555,3,1,0,20,20,6,Electric
27,70,555,3,2,0,25,30,8,Gasoline
2,70,555,3,3,1,20,20,6,Gasoline
39,70,556,4,1,0,25,20,7,Electric
49,70,556,4,2,1,15,25,8,Electric
20,70,556,4,3,0,20,20,8,Gasoline
24,70,557,5,1,0,25,25,8,Gasoline
37,70,557,5,2,0,15,20,7,Electric
46,70,557,5,3,1,15,20,8,Electric
41,70,558,6,1,0,20,25,7,Electric
34,70,558,6,2,0,15,30,6,Electric
37,70,558,6,3,1,15,20,7,Electric
4,70,559,7,1,1,15,25,6,Gasoline
10,70,559,7,2,0,15,20,7,Gasoline
43,70,559,7,3,0,15,30,7,Electric
25,70,560,8,1,1,15,30,8,Gasoline
17,70,560,8,2,0,20,30,7,Gasoline
41,70,560,8,3,0,20,25,7,Electric
21,71,561,1,1,0,25,20,8,Gasoline
43,71,561,1,2,1,15,30,7,Electric
29,71,561,1,3,0,20,20,6,Electric
27,71,562,2,1,0,25,30,8,Gasoline
40,71,562,2,2,0,15,25,7,Electric
8,71,562,2,3,1,20,30,6,Gasoline
10,71,563,3,1,1,15,20,7,Gasoline
28,71,563,3,2,0,15,20,6,Electric
49,71,563,3,3,0,15,25,8,Electric
24,71,564,4,1,1,25,25,8,Gasoline
21,71,564,4,2,0,25,20,8,Gasoline
36,71,564,4,3,0,25,30,6,Electric
20,71,565,5,1,1,20,20,8,Gasoline
15,71,565,5,2,0,25,25,7,Gasoline
51,71,565,5,3,0,25,25,8,Electric
49,71,566,6,1,0,15,25,8,Electric
4,71,566,6,2,0,15,25,6,Gasoline
16,71,566,6,3,1,15,30,7,Gasoline
40,71,567,7,1,1,15,25,7,Electric
44,71,567,7,2,0,20,30,7,Electric
49,71,567,7,3,0,15,25,8,Electric
28,71,568,8,1,1,15,20,6,Electric
45,71,568,8,2,0,25,30,7,Electric
26,71,568,8,3,0,20,30,8,Gasoline
21,72,569,1,1,0,25,20,8,Gasoline
38,72,569,1,2,0,20,20,7,Electric
44,72,569,1,3,1,20,30,7,Electric
33,72,570,2,1,0,25,25,6,Electric
24,72,570,2,2,0,25,25,8,Gasoline
34,72,570,2,3,1,15,30,6,Electric
6,72,571,3,1,0,25,25,6,Gasoline
24,72,571,3,2,0,25,25,8,Gasoline
1,72,571,3,3,1,15,20,6,Gasoline
12,72,572,4,1,0,25,20,7,Gasoline
39,72,572,4,2,0,25,20,7,Electric
40,72,572,4,3,1,15,25,7,Electric
19,72,573,5,1,1,15,20,8,Gasoline
34,72,573,5,2,0,15,30,6,Electric
28,72,573,5,3,0,15,20,6,Electric
7,72,574,6,1,1,15,30,6,Gasoline
8,72,574,6,2,0,20,30,6,Gasoline
5,72,574,6,3,0,20,25,6,Gasoline
40,72,575,7,1,0,15,25,7,Electric
23,72,575,7,2,0,20,25,8,Gasoline
22,72,575,7,3,1,15,25,8,Gasoline
8,72,576,8,1,1,20,30,6,Gasoline
2,72,576,8,2,0,20,20,6,Gasoline
29,72,576,8,3,0,20,20,6,Electric
9,73,577,1,1,0,25,30,6,Gasoline
15,73,577,1,2,0,25,25,7,Gasoline
40,73,577,1,3,1,15,25,7,Electric
1,73,578,2,1,1,15,20,6,Gasoline
2,73,578,2,2,0,20,20,6,Gasoline
3,73,578,2,3,0,25,20,6,Gasoline
31,73,579,3,1,1,15,25,6,Electric
51,73,579,3,2,0,25,25,8,Electric
28,73,579,3,3,0,15,20,6,Electric
7,73,580,4,1,1,15,30,6,Gasoline
48,73,580,4,2,0,25,20,8,Electric
53,73,580,4,3,0,20,30,8,Electric
14,73,581,5,1,0,20,25,7,Gasoline
16,73,581,5,2,1,15,30,7,Gasoline
42,73,581,5,3,0,25,25,7,Electric
33,73,582,6,1,0,25,25,6,Electric
54,73,582,6,2,0,25,30,8,Electric
37,73,582,6,3,1,15,20,7,Electric
29,73,583,7,1,0,20,20,6,Electric
50,73,583,7,2,0,20,25,8,Electric
40,73,583,7,3,1,15,25,7,Electric
7,73,584,8,1,1,15,30,6,Gasoline
44,73,584,8,2,0,20,30,7,Electric
52,73,584,8,3,0,15,30,8,Electric
41,74,585,1,1,0,20,25,7,Electric
46,74,585,1,2,1,15,20,8,Electric
42,74,585,1,3,0,25,25,7,Electric
20,74,586,2,1,1,20,20,8,Gasoline
15,74,586,2,2,0,25,25,7,Gasoline
31,74,586,2,3,0,15,25,6,Electric
37,74,587,3,1,0,15,20,7,Electric
20,74,587,3,2,1,20,20,8,Gasoline
2,74,587,3,3,0,20,20,6,Gasoline
46,74,588,4,1,1,15,20,8,Electric
21,74,588,4,2,0,25,20,8,Gasoline
30,74,588,4,3,0,25,20,6,Electric
1,74,589,5,1,1,15,20,6,Gasoline
47,74,589,5,2,0,20,20,8,Electric
6,74,589,5,3,0,25,25,6,Gasoline
13,74,590,6,1,1,15,25,7,Gasoline
50,74,590,6,2,0,20,25,8,Electric
48,74,590,6,3,0,25,20,8,Electric
51,74,591,7,1,0,25,25,8,Electric
35,74,591,7,2,0,20,30,6,Electric
17,74,591,7,3,1,20,30,7,Gasoline
25,74,592,8,1,1,15,30,8,Gasoline
44,74,592,8,2,0,20,30,7,Electric
54,74,592,8,3,0,25,30,8,Electric
19,75,593,1,1,0,15,20,8,Gasoline
4,75,593,1,2,1,15,25,6,Gasoline
38,75,593,1,3,0,20,20,7,Electric
50,75,594,2,1,0,20,25,8,Electric
40,75,594,2,2,1,15,25,7,Electric
5,75,594,2,3,0,20,25,6,Gasoline
42,75,595,3,1,0,25,25,7,Electric
53,75,595,3,2,0,20,30,8,Electric
7,75,595,3,3,1,15,30,6,Gasoline
11,75,596,4,1,0,20,20,7,Gasoline
37,75,596,4,2,0,15,20,7,Electric
28,75,596,4,3,1,15,20,6,Electric
37,75,597,5,1,1,15,20,7,Electric
53,75,597,5,2,0,20,30,8,Electric
50,75,597,5,3,0,20,25,8,Electric
20,75,598,6,1,0,20,20,8,Gasoline
46,75,598,6,2,1,15,20,8,Electric
45,75,598,6,3,0,25,30,7,Electric
17,75,599,7,1,1,20,30,7,Gasoline
12,75,599,7,2,0,25,20,7,Gasoline
6,75,599,7,3,0,25,25,6,Gasoline
54,75,600,8,1,0,25,30,8,Electric
49,75,600,8,2,1,15,25,8,Electric
32,75,600,8,3,0,20,25,6,Electric
24,76,601,1,1,0,25,25,8,Gasoline
40,76,601,1,2,1,15,25,7,Electric
45,76,601,1,3,0,25,30,7,Electric
44,76,602,2,1,1,20,30,7,Electric
12,76,602,2,2,0,25,20,7,Gasoline
45,76,602,2,3,0,25,30,7,Electric
40,76,603,3,1,0,15,25,7,Electric
26,76,603,3,2,0,20,30,8,Gasoline
18,76,603,3,3,1,25,30,7,Gasoline
25,76,604,4,1,1,15,30,8,Gasoline
40,76,604,4,2,0,15,25,7,Electric
31,76,604,4,3,0,15,25,6,Electric
26,76,605,5,1,0,20,30,8,Gasoline
35,76,605,5,2,0,20,30,6,Electric
19,76,605,5,3,1,15,20,8,Gasoline
50,76,606,6,1,0,20,25,8,Electric
4,76,606,6,2,1,15,25,6,Gasoline
47,76,606,6,3,0,20,20,8,Electric
23,76,607,7,1,0,20,25,8,Gasoline
53,76,607,7,2,0,20,30,8,Electric
1,76,607,7,3,1,15,20,6,Gasoline
26,76,608,8,1,1,20,30,8,Gasoline
45,76,608,8,2,0,25,30,7,Electric
15,76,608,8,3,0,25,25,7,Gasoline
29,77,609,1,1,0,20,20,6,Electric
22,77,609,1,2,1,15,25,8,Gasoline
37,77,609,1,3,0,15,20,7,Electric
17,77,610,2,1,0,20,30,7,Gasoline
31,77,610,2,2,1,15,25,6,Electric
2,77,610,2,3,0,20,20,6,Gasoline
15,77,611,3,1,0,25,25,7,Gasoline
7,77,611,3,2,1,15,30,6,Gasoline
54,77,611,3,3,0,25,30,8,Electric
22,77,612,4,1,1,15,25,8,Gasoline
18,77,612,4,2,0,25,30,7,Gasoline
54,77,612,4,3,0,25,30,8,Electric
54,77,613,5,1,0,25,30,8,Electric
16,77,613,5,2,1,15,30,7,Gasoline
33,77,613,5,3,0,25,25,6,Electric
10,77,614,6,1,1,15,20,7,Gasoline
23,77,614,6,2,0,20,25,8,Gasoline
19,77,614,6,3,0,15,20,8,Gasoline
35,77,615,7,1,0,20,30,6,Electric
18,77,615,7,2,0,25,30,7,Gasoline
23,77,615,7,3,1,20,25,8,Gasoline
41,77,616,8,1,0,20,25,7,Electric
15,77,616,8,2,0,25,25,7,Gasoline
37,77,616,8,3,1,15,20,7,Electric
42,78,617,1,1,0,25,25,7,Electric
11,78,617,1,2,0,20,20,7,Gasoline
52,78,617,1,3,1,15,30,8,Electric
52,78,618,2,1,1,15,30,8,Electric
53,78,618,2,2,0,20,30,8,Electric
12,78,618,2,3,0,25,20,7,Gasoline
6,78,619,3,1,0,25,25,6,Gasoline
19,78,619,3,2,1,15,20,8,Gasoline
18,78,619,3,3,0,25,30,7,Gasoline
14,78,620,4,1,0,20,25,7,Gasoline
17,78,620,4,2,0,20,30,7,Gasoline
8,78,620,4,3,1,20,30,6,Gasoline
1,78,621,5,1,1,15,20,6,Gasoline
15,78,621,5,2,0,25,25,7,Gasoline
48,78,621,5,3,0,25,20,8,Electric
40,78,622,6,1,0,15,25,7,Electric
49,78,622,6,2,1,15,25,8,Electric
37,78,622,6,3,0,15,20,7,Electric
30,78,623,7,1,0,25,20,6,Electric
29,78,623,7,2,0,20,20,6,Electric
9,78,623,7,3,1,25,30,6,Gasoline
23,78,624,8,1,1,20,25,8,Gasoline
28,78,624,8,2,0,15,20,6,Electric
21,78,624,8,3,0,25,20,8,Gasoline
4,79,625,1,1,0,15,25,6,Gasoline
23,79,625,1,2,0,20,25,8,Gasoline
19,79,625,1,3,1,15,20,8,Gasoline
30,79,626,2,1,0,25,20,6,Electric
52,79,626,2,2,0,15,30,8,Electric
34,79,626,2,3,1,15,30,6,Electric
32,79,627,3,1,0,20,25,6,Electric
27,79,627,3,2,1,25,30,8,Gasoline
53,79,627,3,3,0,20,30,8,Electric
28,79,628,4,1,0,15,20,6,Electric
31,79,628,4,2,0,15,25,6,Electric
23,79,628,4,3,1,20,25,8,Gasoline
42,79,629,5,1,0,25,25,7,Electric
11,79,629,5,2,1,20,20,7,Gasoline
12,79,629,5,3,0,25,20,7,Gasoline
18,79,630,6,1,0,25,30,7,Gasoline
3,79,630,6,2,0,25,20,6,Gasoline
8,79,630,6,3,1,20,30,6,Gasoline
11,79,631,7,1,0,20,20,7,Gasoline
30,79,631,7,2,0,25,20,6,Electric
7,79,631,7,3,1,15,30,6,Gasoline
37,79,632,8,1,1,15,20,7,Electric
27,79,632,8,2,0,25,30,8,Gasoline
33,79,632,8,3,0,25,25,6,Electric
44,80,633,1,1,0,20,30,7,Electric
29,80,633,1,2,1,20,20,6,Electric
27,80,633,1,3,0,25,30,8,Gasoline
7,80,634,2,1,1,15,30,6,Gasoline
3,80,634,2,2,0,25,20,6,Gasoline
40,80,634,2,3,0,15,25,7,Electric
49,80,635,3,1,0,15,25,8,Electric
31,80,635,3,2,0,15,25,6,Electric
19,80,635,3,3,1,15,20,8,Gasoline
4,80,636,4,1,1,15,25,6,Gasoline
8,80,636,4,2,0,20,30,6,Gasoline
34,80,636,4,3,0,15,30,6,Electric
37,80,637,5,1,1,15,20,7,Electric
20,80,637,5,2,0,20,20,8,Gasoline
35,80,637,5,3,0,20,30,6,Electric
43,80,638,6,1,0,15,30,7,Electric
49,80,638,6,2,1,15,25,8,Electric
20,80,638,6,3,0,20,20,8,Gasoline
42,80,639,7,1,0,25,25,7,Electric
24,80,639,7,2,1,25,25,8,Gasoline
41,80,639,7,3,0,20,25,7,Electric
16,80,640,8,1,1,15,30,7,Gasoline
41,80,640,8,2,0,20,25,7,Electric
37,80,640,8,3,0,15,20,7,Electric
46,81,641,1,1,1,15,20,8,Electric
12,81,641,1,2,0,25,20,7,Gasoline
41,81,641,1,3,0,20,25,7,Electric
17,81,642,2,1,0,20,30,7,Gasoline
35,81,642,2,2,0,20,30,6,Electric
7,81,642,2,3,1,15,30,6,Gasoline
14,81,643,3,1,0,20,25,7,Gasoline
27,81,643,3,2,0,25,30,8,Gasoline
37,81,643,3,3,1,15,20,7,Electric
23,81,644,4,1,1,20,25,8,Gasoline
45,81,644,4,2,0,25,30,7,Electric
36,81,644,4,3,0,25,30,6,Electric
30,81,645,5,1,0,25,20,6,Electric
44,81,645,5,2,1,20,30,7,Electric
51,81,645,5,3,0,25,25,8,Electric
54,81,646,6,1,0,25,30,8,Electric
32,81,646,6,2,1,20,25,6,Electric
45,81,646,6,3,0,25,30,7,Electric
19,81,647,7,1,0,15,20,8,Gasoline
25,81,647,7,2,0,15,30,8,Gasoline
4,81,647,7,3,1,15,25,6,Gasoline
49,81,648,8,1,0,15,25,8,Electric
11,81,648,8,2,1,20,20,7,Gasoline
48,81,648,8,3,0,25,20,8,Electric
41,82,649,1,1,0,20,25,7,Electric
29,82,649,1,2,0,20,20,6,Electric
34,82,649,1,3,1,15,30,6,Electric
2,82,650,2,1,0,20,20,6,Gasoline
31,82,650,2,2,0,15,25,6,Electric
25,82,650,2,3,1,15,30,8,Gasoline
20,82,651,3,1,0,20,20,8,Gasoline
1,82,651,3,2,0,15,20,6,Gasoline
22,82,651,3,3,1,15,25,8,Gasoline
14,82,652,4,1,0,20,25,7,Gasoline
26,82,652,4,2,1,20,30,8,Gasoline
38,82,652,4,3,0,20,20,7,Electric
50,82,653,5,1,0,20,25,8,Electric
29,82,653,5,2,0,20,20,6,Electric
19,82,653,5,3,1,15,20,8,Gasoline
21,82,654,6,1,0,25,20,8,Gasoline
53,82,654,6,2,0,20,30,8,Electric
2,82,654,6,3,1,20,20,6,Gasoline
37,82,655,7,1,1,15,20,7,Electric
38,82,655,7,2,0,20,20,7,Electric
44,82,655,7,3,0,20,30,7,Electric
19,82,656,8,1,1,15,20,8,Gasoline
27,82,656,8,2,0,25,30,8,Gasoline
11,82,656,8,3,0,20,20,7,Gasoline
2,83,657,1,1,0,20,20,6,Gasoline
32,83,657,1,2,0,20,25,6,Electric
22,83,657,1,3,1,15,25,8,Gasoline
49,83,658,2,1,1,15,25,8,Electric
44,83,658,2,2,0,20,30,7,Electric
29,83,658,2,3,0,20,20,6,Electric
34,83,659,3,1,1,15,30,6,Electric
41,83,659,3,2,0,20,25,7,Electric
30,83,659,3,3,0,25,20,6,Electric
33,83,660,4,1,0,25,25,6,Electric
13,83,660,4,2,0,15,25,7,Gasoline
25,83,660,4,3,1,15,30,8,Gasoline
38,83,661,5,1,0,20,20,7,Electric
29,83,661,5,2,0,20,20,6,Electric
25,83,661,5,3,1,15,30,8,Gasoline
44,83,662,6,1,0,20,30,7,Electric
27,83,662,6,2,1,25,30,8,Gasoline
24,83,662,6,3,0,25,25,8,Gasoline
9,83,663,7,1,0,25,30,6,Gasoline
30,83,663,7,2,0,25,20,6,Electric
27,83,663,7,3,1,25,30,8,Gasoline
18,83,664,8,1,0,25,30,7,Gasoline
36,83,664,8,2,0,25,30,6,Electric
19,83,664,8,3,1,15,20,8,Gasoline
20,84,665,1,1,1,20,20,8,Gasoline
32,84,665,1,2,0,20,25,6,Electric
44,84,665,1,3,0,20,30,7,Electric
27,84,666,2,1,0,25,30,8,Gasoline
13,84,666,2,2,1,15,25,7,Gasoline
10,84,666,2,3,0,15,20,7,Gasoline
35,84,667,3,1,0,20,30,6,Electric
43,84,667,3,2,1,15,30,7,Electric
46,84,667,3,3,0,15,20,8,Electric
53,84,668,4,1,0,20,30,8,Electric
4,84,668,4,2,1,15,25,6,Gasoline
49,84,668,4,3,0,15,25,8,Electric
42,84,669,5,1,0,25,25,7,Electric
23,84,669,5,2,1,20,25,8,Gasoline
38,84,669,5,3,0,20,20,7,Electric
49,84,670,6,1,0,15,25,8,Electric
10,84,670,6,2,1,15,20,7,Gasoline
50,84,670,6,3,0,20,25,8,Electric
25,84,671,7,1,1,15,30,8,Gasoline
43,84,671,7,2,0,15,30,7,Electric
28,84,671,7,3,0,15,20,6,Electric
49,84,672,8,1,1,15,25,8,Electric
50,84,672,8,2,0,20,25,8,Electric
21,84,672,8,3,0,25,20,8,Gasoline
5,85,673,1,1,1,20,25,6,Gasoline
17,85,673,1,2,0,20,30,7,Gasoline
27,85,673,1,3,0,25,30,8,Gasoline
44,85,674,2,1,0,20,30,7,Electric
35,85,674,2,2,1,20,30,6,Electric
12,85,674,2,3,0,25,20,7,Gasoline
26,85,675,3,1,1,20,30,8,Gasoline
25,85,675,3,2,0,15,30,8,Gasoline
33,85,675,3,3,0,25,25,6,Electric
28,85,676,4,1,1,15,20,6,Electric
50,85,676,4,2,0,20,25,8,Electric
42,85,676,4,3,0,25,25,7,Electric
49,85,677,5,1,0,15,25,8,Electric
11,85,677,5,2,1,20,20,7,Gasoline
32,85,677,5,3,0,20,25,6,Electric
30,85,678,6,1,0,25,20,6,Electric
14,85,678,6,2,1,20,25,7,Gasoline
45,85,678,6,3,0,25,30,7,Electric
40,85,679,7,1,1,15,25,7,Electric
45,85,679,7,2,0,25,30,7,Electric
24,85,679,7,3,0,25,25,8,Gasoline
4,85,680,8,1,1,15,25,6,Gasoline
32,85,680,8,2,0,20,25,6,Electric
2,85,680,8,3,0,20,20,6,Gasoline
52,86,681,1,1,1,15,30,8,Electric
24,86,681,1,2,0,25,25,8,Gasoline
49,86,681,1,3,0,15,25,8,Electric
53,86,682,2,1,0,20,30,8,Electric
8,86,682,2,2,1,20,30,6,Gasoline
12,86,682,2,3,0,25,20,7,Gasoline
21,86,683,3,1,0,25,20,8,Gasoline
20,86,683,3,2,0,20,20,8,Gasoline
17,86,683,3,3,1,20,30,7,Gasoline
45,86,684,4,1,0,25,30,7,Electric
30,86,684,4,2,0,25,20,6,Electric
43,86,684,4,3,1,15,30,7,Electric
20,86,685,5,1,1,20,20,8,Gasoline
53,86,685,5,2,0,20,30,8,Electric
18,86,685,5,3,0,25,30,7,Gasoline
34,86,686,6,1,1,15,30,6,Electric
8,86,686,6,2,0,20,30,6,Gasoline
18,86,686,6,3,0,25,30,7,Gasoline
1,86,687,7,1,1,15,20,6,Gasoline
50,86,687,7,2,0,20,25,8,Electric
17,86,687,7,3,0,20,30,7,Gasoline
19,86,688,8,1,1,15,20,8,Gasoline
41,86,688,8,2,0,20,25,7,Electric
54,86,688,8,3,0,25,30,8,Electric
36,87,689,1,1,0,25,30,6,Electric
12,87,689,1,2,0,25,20,7,Gasoline
35,87,689,1,3,1,20,30,6,Electric
14,87,690,2,1,0,20,25,7,Gasoline
20,87,690,2,2,0,20,20,8,Gasoline
1,87,690,2,3,1,15,20,6,Gasoline
19,87,691,3,1,1,15,20,8,Gasoline
12,87,691,3,2,0,25,20,7,Gasoline
20,87,691,3,3,0,20,20,8,Gasoline
12,87,692,4,1,0,25,20,7,Gasoline
13,87,692,4,2,0,15,25,7,Gasoline
25,87,692,4,3,1,15,30,8,Gasoline
17,87,693,5,1,0,20,30,7,Gasoline
1,87,693,5,2,1,15,20,6,Gasoline
34,87,693,5,3,0,15,30,6,Electric
22,87,694,6,1,0,15,25,8,Gasoline
34,87,694,6,2,0,15,30,6,Electric
7,87,694,6,3,1,15,30,6,Gasoline
11,87,695,7,1,0,20,20,7,Gasoline
54,87,695,7,2,0,25,30,8,Electric
49,87,695,7,3,1,15,25,8,Electric
12,87,696,8,1,0,25,20,7,Gasoline
53,87,696,8,2,1,20,30,8,Electric
48,87,696,8,3,0,25,20,8,Electric
38,88,697,1,1,0,20,20,7,Electric
20,88,697,1,2,1,20,20,8,Gasoline
12,88,697,1,3,0,25,20,7,Gasoline
38,88,698,2,1,0,20,20,7,Electric
30,88,698,2,2,0,25,20,6,Electric
15,88,698,2,3,1,25,25,7,Gasoline
46,88,699,3,1,1,15,20,8,Electric
35,88,699,3,2,0,20,30,6,Electric
38,88,699,3,3,0,20,20,7,Electric
18,88,700,4,1,0,25,30,7,Gasoline
40,88,700,4,2,1,15,25,7,Electric
47,88,700,4,3,0,20,20,8,Electric
11,88,701,5,1,0,20,20,7,Gasoline
7,88,701,5,2,1,15,30,6,Gasoline
39,88,701,5,3,0,25,20,7,Electric
15,88,702,6,1,1,25,25,7,Gasoline
50,88,702,6,2,0,20,25,8,Electric
33,88,702,6,3,0,25,25,6,Electric
52,88,703,7,1,0,15,30,8,Electric
40,88,703,7,2,1,15,25,7,Electric
18,88,703,7,3,0,25,30,7,Gasoline
4,88,704,8,1,1,15,25,6,Gasoline
53,88,704,8,2,0,20,30,8,Electric
26,88,704,8,3,0,20,30,8,Gasoline
19,89,705,1,1,1,15,20,8,Gasoline
9,89,705,1,2,0,25,30,6,Gasoline
34,89,705,1,3,0,15,30,6,Electric
9,89,706,2,1,0,25,30,6,Gasoline
46,89,706,2,2,1,15,20,8,Electric
29,89,706,2,3,0,20,20,6,Electric
14,89,707,3,1,1,20,25,7,Gasoline
20,89,707,3,2,0,20,20,8,Gasoline
3,89,707,3,3,0,25,20,6,Gasoline
27,89,708,4,1,0,25,30,8,Gasoline
52,89,708,4,2,0,15,30,8,Electric
25,89,708,4,3,1,15,30,8,Gasoline
52,89,709,5,1,1,15,30,8,Electric
6,89,709,5,2,0,25,25,6,Gasoline
39,89,709,5,3,0,25,20,7,Electric
18,89,710,6,1,0,25,30,7,Gasoline
8,89,710,6,2,0,20,30,6,Gasoline
31,89,710,6,3,1,15,25,6,Electric
9,89,711,7,1,0,25,30,6,Gasoline
49,89,711,7,2,1,15,25,8,Electric
29,89,711,7,3,0,20,20,6,Electric
18,89,712,8,1,0,25,30,7,Gasoline
47,89,712,8,2,0,20,20,8,Electric
40,89,712,8,3,1,15,25,7,Electric
4,90,713,1,1,1,15,25,6,Gasoline
31,90,713,1,2,0,15,25,6,Electric
12,90,713,1,3,0,25,20,7,Gasoline
3,90,714,2,1,0,25,20,6,Gasoline
19,90,714,2,2,1,15,20,8,Gasoline
43,90,714,2,3,0,15,30,7,Electric
19,90,715,3,1,1,15,20,8,Gasoline
54,90,715,3,2,0,25,30,8,Electric
15,90,715,3,3,0,25,25,7,Gasoline
7,90,716,4,1,1,15,30,6,Gasoline
44,90,716,4,2,0,20,30,7,Electric
2,90,716,4,3,0,20,20,6,Gasoline
36,90,717,5,1,0,25,30,6,Electric
31,90,717,5,2,0,15,25,6,Electric
17,90,717,5,3,1,20,30,7,Gasoline
13,90,718,6,1,1,15,25,7,Gasoline
14,90,718,6,2,0,20,25,7,Gasoline
43,90,718,6,3,0,15,30,7,Electric
6,90,719,7,1,0,25,25,6,Gasoline
36,90,719,7,2,0,25,30,6,Electric
22,90,719,7,3,1,15,25,8,Gasoline
10,90,720,8,1,0,15,20,7,Gasoline
4,90,720,8,2,1,15,25,6,Gasoline
39,90,720,8,3,0,25,20,7,Electric
37,91,721,1,1,0,15,20,7,Electric
15,91,721,1,2,0,25,25,7,Gasoline
40,91,721,1,3,1,15,25,7,Electric
9,91,722,2,1,0,25,30,6,Gasoline
5,91,722,2,2,1,20,25,6,Gasoline
51,91,722,2,3,0,25,25,8,Electric
20,91,723,3,1,1,20,20,8,Gasoline
39,91,723,3,2,0,25,20,7,Electric
3,91,723,3,3,0,25,20,6,Gasoline
15,91,724,4,1,0,25,25,7,Gasoline
31,91,724,4,2,1,15,25,6,Electric
50,91,724,4,3,0,20,25,8,Electric
37,91,725,5,1,0,15,20,7,Electric
26,91,725,5,2,1,20,30,8,Gasoline
45,91,725,5,3,0,25,30,7,Electric
13,91,726,6,1,0,15,25,7,Gasoline
19,91,726,6,2,1,15,20,8,Gasoline
21,91,726,6,3,0,25,20,8,Gasoline
7,91,727,7,1,1,15,30,6,Gasoline
2,91,727,7,2,0,20,20,6,Gasoline
45,91,727,7,3,0,25,30,7,Electric
28,91,728,8,1,1,15,20,6,Electric
14,91,728,8,2,0,20,25,7,Gasoline
46,91,728,8,3,0,15,20,8,Electric
37,92,729,1,1,0,15,20,7,Electric
40,92,729,1,2,1,15,25,7,Electric
18,92,729,1,3,0,25,30,7,Gasoline
36,92,730,2,1,0,25,30,6,Electric
