profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrainelectric,no_choice
14,57,450,2,1,1,20,25,7,0,0
35,57,450,2,2,0,20,30,6,1,0
9,57,450,2,3,0,25,30,6,0,0
0,57,450,2,4,0,0,0,0,0,1
51,57,451,3,1,0,25,25,8,1,0
16,57,451,3,2,1,15,30,7,0,0
34,57,451,3,3,0,15,30,6,1,0
0,57,451,3,4,0,0,0,0,0,1
41,57,452,4,1,0,20,25,7,1,0
39,57,452,4,2,0,25,20,7,1,0
45,57,452,4,3,0,25,30,7,1,0
0,57,452,4,4,1,0,0,0,0,1
7,57,453,5,1,1,15,30,6,0,0
41,57,453,5,2,0,20,25,7,1,0
35,57,453,5,3,0,20,30,6,1,0
0,57,453,5,4,0,0,0,0,0,1
7,57,454,6,1,0,15,30,6,0,0
53,57,454,6,2,0,20,30,8,1,0
22,57,454,6,3,1,15,25,8,0,0
0,57,454,6,4,0,0,0,0,0,1
2,57,455,7,1,1,20,20,6,0,0
38,57,455,7,2,0,20,20,7,1,0
41,57,455,7,3,0,20,25,7,1,0
0,57,455,7,4,0,0,0,0,0,1
6,57,456,8,1,1,25,25,6,0,0
33,57,456,8,2,0,25,25,6,1,0
51,57,456,8,3,0,25,25,8,1,0
0,57,456,8,4,0,0,0,0,0,1
37,58,457,1,1,0,15,20,7,1,0
39,58,457,1,2,0,25,20,7,1,0
4,58,457,1,3,1,15,25,6,0,0
0,58,457,1,4,0,0,0,0,0,1
44,58,458,2,1,0,20,30,7,1,0
29,58,458,2,2,0,20,20,6,1,0
9,58,458,2,3,1,25,30,6,0,0
0,58,458,2,4,0,0,0,0,0,1
20,58,459,3,1,0,20,20,8,0,0
47,58,459,3,2,0,20,20,8,1,0
4,58,459,3,3,1,15,25,6,0,0
0,58,459,3,4,0,0,0,0,0,1
49,58,460,4,1,0,15,25,8,1,0
30,58,460,4,2,0,25,20,6,1,0
50,58,460,4,3,0,20,25,8,1,0
0,58,460,4,4,1,0,0,0,0,1
34,58,461,5,1,0,15,30,6,1,0
21,58,461,5,2,0,25,20,8,0,0
19,58,461,5,3,1,15,20,8,0,0
0,58,461,5,4,0,0,0,0,0,1
47,58,462,6,1,0,20,20,8,1,0
40,58,462,6,2,1,15,25,7,1,0
6,58,462,6,3,0,25,25,6,0,0
0,58,462,6,4,0,0,0,0,0,1
11,58,463,7,1,0,20,20,7,0,0
24,58,463,7,2,0,25,25,8,0,0
1,58,463,7,3,1,15,20,6,0,0
0,58,463,7,4,0,0,0,0,0,1
40,58,464,8,1,0,15,25,7,1,0
1,58,464,8,2,1,15,20,6,0,0
35,58,464,8,3,0,20,30,6,1,0
0,58,464,8,4,0,0,0,0,0,1
41,59,465,1,1,0,20,25,7,1,0
36,59,465,1,2,0,25,30,6,1,0
44,59,465,1,3,0,20,30,7,1,0
0,59,465,1,4,1,0,0,0,0,1
9,59,466,2,1,0,25,30,6,0,0
26,59,466,2,2,1,20,30,8,0,0
35,59,466,2,3,0,20,30,6,1,0
0,59,466,2,4,0,0,0,0,0,1
39,59,467,3,1,0,25,20,7,1,0
7,59,467,3,2,1,15,30,6,0,0
26,59,467,3,3,0,20,30,8,0,0
0,59,467,3,4,0,0,0,0,0,1
45,59,468,4,1,0,25,30,7,1,0
2,59,468,4,2,1,20,20,6,0,0
6,59,468,4,3,0,25,25,6,0,0
0,59,468,4,4,0,0,0,0,0,1
52,59,469,5,1,1,15,30,8,1,0
3,59,469,5,2,0,25,20,6,0,0
37,59,469,5,3,0,15,20,7,1,0
0,59,469,5,4,0,0,0,0,0,1
36,59,470,6,1,0,25,30,6,1,0
26,59,470,6,2,1,20,30,8,0,0
5,59,470,6,3,0,20,25,6,0,0
0,59,470,6,4,0,0,0,0,0,1
7,59,471,7,1,1,15,30,6,0,0
24,59,471,7,2,0,25,25,8,0,0
15,59,471,7,3,0,25,25,7,0,0
0,59,471,7,4,0,0,0,0,0,1
38,59,472,8,1,0,20,20,7,1,0
2,59,472,8,2,1,20,20,6,0,0
32,59,472,8,3,0,20,25,6,1,0
0,59,472,8,4,0,0,0,0,0,1
4,60,473,1,1,1,15,25,6,0,0
1,60,473,1,2,0,15,20,6,0,0
20,60,473,1,3,0,20,20,8,0,0
0,60,473,1,4,0,0,0,0,0,1
22,60,474,2,1,1,15,25,8,0,0
48,60,474,2,2,0,25,20,8,1,0
54,60,474,2,3,0,25,30,8,1,0
0,60,474,2,4,0,0,0,0,0,1
53,60,475,3,1,0,20,30,8,1,0
23,60,475,3,2,0,20,25,8,0,0
51,60,475,3,3,0,25,25,8,1,0
0,60,475,3,4,1,0,0,0,0,1
48,60,476,4,1,0,25,20,8,1,0
29,60,476,4,2,0,20,20,6,1,0
4,60,476,4,3,1,15,25,6,0,0
0,60,476,4,4,0,0,0,0,0,1
15,60,477,5,1,0,25,25,7,0,0
29,60,477,5,2,0,20,20,6,1,0
34,60,477,5,3,1,15,30,6,1,0
0,60,477,5,4,0,0,0,0,0,1
39,60,478,6,1,0,25,20,7,1,0
25,60,478,6,2,1,15,30,8,0,0
42,60,478,6,3,0,25,25,7,1,0
0,60,478,6,4,0,0,0,0,0,1
53,60,479,7,1,0,20,30,8,1,0
5,60,479,7,2,1,20,25,6,0,0
20,60,479,7,3,0,20,20,8,0,0
0,60,479,7,4,0,0,0,0,0,1
41,60,480,8,1,0,20,25,7,1,0
46,60,480,8,2,1,15,20,8,1,0
28,60,480,8,3,0,15,20,6,1,0
0,60,480,8,4,0,0,0,0,0,1
42,61,481,1,1,0,25,25,7,1,0
30,61,481,1,2,0,25,20,6,1,0
36,61,481,1,3,0,25,30,6,1,0
0,61,481,1,4,1,0,0,0,0,1
33,61,482,2,1,0,25,25,6,1,0
35,61,482,2,2,0,20,30,6,1,0
18,61,482,2,3,0,25,30,7,0,0
0,61,482,2,4,1,0,0,0,0,1
33,61,483,3,1,0,25,25,6,1,0
34,61,483,3,2,1,15,30,6,1,0
43,61,483,3,3,0,15,30,7,1,0
0,61,483,3,4,0,0,0,0,0,1
48,61,484,4,1,0,25,20,8,1,0
38,61,484,4,2,0,20,20,7,1,0
27,61,484,4,3,0,25,30,8,0,0
0,61,484,4,4,1,0,0,0,0,1
46,61,485,5,1,0,15,20,8,1,0
9,61,485,5,2,0,25,30,6,0,0
13,61,485,5,3,1,15,25,7,0,0
0,61,485,5,4,0,0,0,0,0,1
29,61,486,6,1,0,20,20,6,1,0
10,61,486,6,2,1,15,20,7,0,0
50,61,486,6,3,0,20,25,8,1,0
0,61,486,6,4,0,0,0,0,0,1
4,61,487,7,1,0,15,25,6,0,0
30,61,487,7,2,0,25,20,6,1,0
25,61,487,7,3,1,15,30,8,0,0
0,61,487,7,4,0,0,0,0,0,1
41,61,488,8,1,0,20,25,7,1,0
21,61,488,8,2,0,25,20,8,0,0
36,61,488,8,3,0,25,30,6,1,0
0,61,488,8,4,1,0,0,0,0,1
10,62,489,1,1,1,15,20,7,0,0
45,62,489,1,2,0,25,30,7,1,0
5,62,489,1,3,0,20,25,6,0,0
0,62,489,1,4,0,0,0,0,0,1
18,62,490,2,1,0,25,30,7,0,0
24,62,490,2,2,0,25,25,8,0,0
11,62,490,2,3,1,20,20,7,0,0
0,62,490,2,4,0,0,0,0,0,1
50,62,491,3,1,0,20,25,8,1,0
6,62,491,3,2,0,25,25,6,0,0
54,62,491,3,3,0,25,30,8,1,0
0,62,491,3,4,1,0,0,0,0,1
6,62,492,4,1,0,25,25,6,0,0
25,62,492,4,2,1,15,30,8,0,0
2,62,492,4,3,0,20,20,6,0,0
0,62,492,4,4,0,0,0,0,0,1
21,62,493,5,1,0,25,20,8,0,0
31,62,493,5,2,1,15,25,6,1,0
53,62,493,5,3,0,20,30,8,1,0
0,62,493,5,4,0,0,0,0,0,1
11,62,494,6,1,0,20,20,7,0,0
22,62,494,6,2,0,15,25,8,0,0
16,62,494,6,3,1,15,30,7,0,0
0,62,494,6,4,0,0,0,0,0,1
3,62,495,7,1,0,25,20,6,0,0
45,62,495,7,2,0,25,30,7,1,0
14,62,495,7,3,1,20,25,7,0,0
0,62,495,7,4,0,0,0,0,0,1
8,62,496,8,1,0,20,30,6,0,0
37,62,496,8,2,1,15,20,7,1,0
34,62,496,8,3,0,15,30,6,1,0
0,62,496,8,4,0,0,0,0,0,1
10,63,497,1,1,1,15,20,7,0,0
49,63,497,1,2,0,15,25,8,1,0
11,63,497,1,3,0,20,20,7,0,0
0,63,497,1,4,0,0,0,0,0,1
48,63,498,2,1,0,25,20,8,1,0
28,63,498,2,2,1,15,20,6,1,0
29,63,498,2,3,0,20,20,6,1,0
0,63,498,2,4,0,0,0,0,0,1
2,63,499,3,1,1,20,20,6,0,0
34,63,499,3,2,0,15,30,6,1,0
40,63,499,3,3,0,15,25,7,1,0
0,63,499,3,4,0,0,0,0,0,1
25,63,500,4,1,1,15,30,8,0,0
50,63,500,4,2,0,20,25,8,1,0
31,63,500,4,3,0,15,25,6,1,0
0,63,500,4,4,0,0,0,0,0,1
9,63,501,5,1,0,25,30,6,0,0
52,63,501,5,2,0,15,30,8,1,0
29,63,501,5,3,0,20,20,6,1,0
0,63,501,5,4,1,0,0,0,0,1
49,63,502,6,1,0,15,25,8,1,0
9,63,502,6,2,0,25,30,6,0,0
26,63,502,6,3,1,20,30,8,0,0
0,63,502,6,4,0,0,0,0,0,1
51,63,503,7,1,0,25,25,8,1,0
23,63,503,7,2,1,20,25,8,0,0
45,63,503,7,3,0,25,30,7,1,0
0,63,503,7,4,0,0,0,0,0,1
39,63,504,8,1,0,25,20,7,1,0
47,63,504,8,2,0,20,20,8,1,0
46,63,504,8,3,0,15,20,8,1,0
0,63,504,8,4,1,0,0,0,0,1
45,64,505,1,1,0,25,30,7,1,0
42,64,505,1,2,0,25,25,7,1,0
17,64,505,1,3,1,20,30,7,0,0
0,64,505,1,4,0,0,0,0,0,1
18,64,506,2,1,0,25,30,7,0,0
12,64,506,2,2,0,25,20,7,0,0
20,64,506,2,3,1,20,20,8,0,0
0,64,506,2,4,0,0,0,0,0,1
22,64,507,3,1,1,15,25,8,0,0
18,64,507,3,2,0,25,30,7,0,0
47,64,507,3,3,0,20,20,8,1,0
0,64,507,3,4,0,0,0,0,0,1
2,64,508,4,1,0,20,20,6,0,0
19,64,508,4,2,1,15,20,8,0,0
30,64,508,4,3,0,25,20,6,1,0
0,64,508,4,4,0,0,0,0,0,1
47,64,509,5,1,0,20,20,8,1,0
1,64,509,5,2,1,15,20,6,0,0
32,64,509,5,3,0,20,25,6,1,0
0,64,509,5,4,0,0,0,0,0,1
45,64,510,6,1,0,25,30,7,1,0
52,64,510,6,2,1,15,30,8,1,0
24,64,510,6,3,0,25,25,8,0,0
0,64,510,6,4,0,0,0,0,0,1
33,64,511,7,1,0,25,25,6,1,0
30,64,511,7,2,0,25,20,6,1,0
36,64,511,7,3,0,25,30,6,1,0
0,64,511,7,4,1,0,0,0,0,1
34,64,512,8,1,0,15,30,6,1,0
40,64,512,8,2,1,15,25,7,1,0
44,64,512,8,3,0,20,30,7,1,0
0,64,512,8,4,0,0,0,0,0,1
1,65,513,1,1,1,15,20,6,0,0
52,65,513,1,2,0,15,30,8,1,0
44,65,513,1,3,0,20,30,7,1,0
0,65,513,1,4,0,0,0,0,0,1
49,65,514,2,1,1,15,25,8,1,0
32,65,514,2,2,0,20,25,6,1,0
34,65,514,2,3,0,15,30,6,1,0
0,65,514,2,4,0,0,0,0,0,1
33,65,515,3,1,0,25,25,6,1,0
15,65,515,3,2,0,25,25,7,0,0
3,65,515,3,3,0,25,20,6,0,0
0,65,515,3,4,1,0,0,0,0,1
31,65,516,4,1,0,15,25,6,1,0
52,65,516,4,2,0,15,30,8,1,0
36,65,516,4,3,0,25,30,6,1,0
0,65,516,4,4,1,0,0,0,0,1
19,65,517,5,1,1,15,20,8,0,0
36,65,517,5,2,0,25,30,6,1,0
41,65,517,5,3,0,20,25,7,1,0
0,65,517,5,4,0,0,0,0,0,1
14,65,518,6,1,1,20,25,7,0,0
53,65,518,6,2,0,20,30,8,1,0
21,65,518,6,3,0,25,20,8,0,0
0,65,518,6,4,0,0,0,0,0,1
13,65,519,7,1,0,15,25,7,0,0
10,65,519,7,2,1,15,20,7,0,0
39,65,519,7,3,0,25,20,7,1,0
0,65,519,7,4,0,0,0,0,0,1
48,65,520,8,1,0,25,20,8,1,0
53,65,520,8,2,0,20,30,8,1,0
15,65,520,8,3,1,25,25,7,0,0
0,65,520,8,4,0,0,0,0,0,1
43,66,521,1,1,0,15,30,7,1,0
6,66,521,1,2,0,25,25,6,0,0
25,66,521,1,3,1,15,30,8,0,0
0,66,521,1,4,0,0,0,0,0,1
12,66,522,2,1,1,25,20,7,0,0
46,66,522,2,2,0,15,20,8,1,0
8,66,522,2,3,0,20,30,6,0,0
0,66,522,2,4,0,0,0,0,0,1
19,66,523,3,1,1,15,20,8,0,0
35,66,523,3,2,0,20,30,6,1,0
33,66,523,3,3,0,25,25,6,1,0
0,66,523,3,4,0,0,0,0,0,1
11,66,524,4,1,0,20,20,7,0,0
28,66,524,4,2,0,15,20,6,1,0
12,66,524,4,3,0,25,20,7,0,0
0,66,524,4,4,1,0,0,0,0,1
13,66,525,5,1,1,15,25,7,0,0
21,66,525,5,2,0,25,20,8,0,0
33,66,525,5,3,0,25,25,6,1,0
0,66,525,5,4,0,0,0,0,0,1
42,66,526,6,1,0,25,25,7,1,0
16,66,526,6,2,1,15,30,7,0,0
45,66,526,6,3,0,25,30,7,1,0
0,66,526,6,4,0,0,0,0,0,1
40,66,527,7,1,1,15,25,7,1,0
9,66,527,7,2,0,25,30,6,0,0
39,66,527,7,3,0,25,20,7,1,0
0,66,527,7,4,0,0,0,0,0,1
48,66,528,8,1,0,25,20,8,1,0
23,66,528,8,2,1,20,25,8,0,0
11,66,528,8,3,0,20,20,7,0,0
0,66,528,8,4,0,0,0,0,0,1
32,67,529,1,1,0,20,25,6,1,0
12,67,529,1,2,0,25,20,7,0,0
18,67,529,1,3,0,25,30,7,0,0
0,67,529,1,4,1,0,0,0,0,1
1,67,530,2,1,1,15,20,6,0,0
47,67,530,2,2,0,20,20,8,1,0
50,67,530,2,3,0,20,25,8,1,0
0,67,530,2,4,0,0,0,0,0,1
28,67,531,3,1,0,15,20,6,1,0
7,67,531,3,2,1,15,30,6,0,0
39,67,531,3,3,0,25,20,7,1,0
0,67,531,3,4,0,0,0,0,0,1
46,67,532,4,1,1,15,20,8,1,0
28,67,532,4,2,0,15,20,6,1,0
38,67,532,4,3,0,20,20,7,1,0
0,67,532,4,4,0,0,0,0,0,1
50,67,533,5,1,0,20,25,8,1,0
45,67,533,5,2,0,25,30,7,1,0
40,67,533,5,3,1,15,25,7,1,0
0,67,533,5,4,0,0,0,0,0,1
27,67,534,6,1,1,25,30,8,0,0
31,67,534,6,2,0,15,25,6,1,0
54,67,534,6,3,0,25,30,8,1,0
0,67,534,6,4,0,0,0,0,0,1
50,67,535,7,1,0,20,25,8,1,0
38,67,535,7,2,0,20,20,7,1,0
39,67,535,7,3,0,25,20,7,1,0
0,67,535,7,4,1,0,0,0,0,1
44,67,536,8,1,0,20,30,7,1,0
43,67,536,8,2,0,15,30,7,1,0
1,67,536,8,3,1,15,20,6,0,0
0,67,536,8,4,0,0,0,0,0,1
3,68,537,1,1,0,25,20,6,0,0
9,68,537,1,2,0,25,30,6,0,0
40,68,537,1,3,1,15,25,7,1,0
0,68,537,1,4,0,0,0,0,0,1
30,68,538,2,1,0,25,20,6,1,0
27,68,538,2,2,0,25,30,8,0,0
46,68,538,2,3,1,15,20,8,1,0
0,68,538,2,4,0,0,0,0,0,1
26,68,539,3,1,1,20,30,8,0,0
33,68,539,3,2,0,25,25,6,1,0
21,68,539,3,3,0,25,20,8,0,0
0,68,539,3,4,0,0,0,0,0,1
40,68,540,4,1,0,15,25,7,1,0
34,68,540,4,2,0,15,30,6,1,0
1,68,540,4,3,1,15,20,6,0,0
0,68,540,4,4,0,0,0,0,0,1
21,68,541,5,1,0,25,20,8,0,0
46,68,541,5,2,0,15,20,8,1,0
1,68,541,5,3,1,15,20,6,0,0
0,68,541,5,4,0,0,0,0,0,1
6,68,542,6,1,0,25,25,6,0,0
47,68,542,6,2,0,20,20,8,1,0
34,68,542,6,3,1,15,30,6,1,0
0,68,542,6,4,0,0,0,0,0,1
38,68,543,7,1,0,20,20,7,1,0
2,68,543,7,2,1,20,20,6,0,0
42,68,543,7,3,0,25,25,7,1,0
0,68,543,7,4,0,0,0,0,0,1
29,68,544,8,1,0,20,20,6,1,0
43,68,544,8,2,0,15,30,7,1,0
26,68,544,8,3,1,20,30,8,0,0
0,68,544,8,4,0,0,0,0,0,1
37,69,545,1,1,0,15,20,7,1,0
47,69,545,1,2,0,20,20,8,1,0
7,69,545,1,3,1,15,30,6,0,0
0,69,545,1,4,0,0,0,0,0,1
22,69,546,2,1,1,15,25,8,0,0
30,69,546,2,2,0,25,20,6,1,0
49,69,546,2,3,0,15,25,8,1,0
0,69,546,2,4,0,0,0,0,0,1
31,69,547,3,1,1,15,25,6,1,0
21,69,547,3,2,0,25,20,8,0,0
3,69,547,3,3,0,25,20,6,0,0
0,69,547,3,4,0,0,0,0,0,1
54,69,548,4,1,0,25,30,8,1,0
20,69,548,4,2,1,20,20,8,0,0
18,69,548,4,3,0,25,30,7,0,0
0,69,548,4,4,0,0,0,0,0,1
17,69,549,5,1,0,20,30,7,0,0
4,69,549,5,2,1,15,25,6,0,0
24,69,549,5,3,0,25,25,8,0,0
0,69,549,5,4,0,0,0,0,0,1
10,69,550,6,1,1,15,20,7,0,0
18,69,550,6,2,0,25,30,7,0,0
42,69,550,6,3,0,25,25,7,1,0
0,69,550,6,4,0,0,0,0,0,1
26,69,551,7,1,0,20,30,8,0,0
30,69,551,7,2,0,25,20,6,1,0
29,69,551,7,3,0,20,20,6,1,0
0,69,551,7,4,1,0,0,0,0,1
3,69,552,8,1,0,25,20,6,0,0
44,69,552,8,2,0,20,30,7,1,0
16,69,552,8,3,1,15,30,7,0,0
0,69,552,8,4,0,0,0,0,0,1
22,70,553,1,1,1,15,25,8,0,0
15,70,553,1,2,0,25,25,7,0,0
12,70,553,1,3,0,25,20,7,0,0
0,70,553,1,4,0,0,0,0,0,1
25,70,554,2,1,1,15,30,8,0,0
33,70,554,2,2,0,25,25,6,1,0
23,70,554,2,3,0,20,25,8,0,0
0,70,554,2,4,0,0,0,0,0,1
11,70,555,3,1,0,20,20,7,0,0
50,70,555,3,2,0,20,25,8,1,0
36,70,555,3,3,0,25,30,6,1,0
0,70,555,3,4,1,0,0,0,0,1
3,70,556,4,1,0,25,20,6,0,0
20,70,556,4,2,1,20,20,8,0,0
15,70,556,4,3,0,25,25,7,0,0
0,70,556,4,4,0,0,0,0,0,1
15,70,557,5,1,0,25,25,7,0,0
48,70,557,5,2,0,25,20,8,1,0
54,70,557,5,3,0,25,30,8,1,0
0,70,557,5,4,1,0,0,0,0,1
8,70,558,6,1,0,20,30,6,0,0
40,70,558,6,2,1,15,25,7,1,0
32,70,558,6,3,0,20,25,6,1,0
0,70,558,6,4,0,0,0,0,0,1
20,70,559,7,1,0,20,20,8,0,0
4,70,559,7,2,1,15,25,6,0,0
8,70,559,7,3,0,20,30,6,0,0
0,70,559,7,4,0,0,0,0,0,1
39,70,560,8,1,0,25,20,7,1,0
54,70,560,8,2,0,25,30,8,1,0
34,70,560,8,3,1,15,30,6,1,0
0,70,560,8,4,0,0,0,0,0,1
26,71,561,1,1,0,20,30,8,0,0
38,71,561,1,2,0,20,20,7,1,0
13,71,561,1,3,1,15,25,7,0,0
0,71,561,1,4,0,0,0,0,0,1
34,71,562,2,1,1,15,30,6,1,0
21,71,562,2,2,0,25,20,8,0,0
30,71,562,2,3,0,25,20,6,1,0
0,71,562,2,4,0,0,0,0,0,1
54,71,563,3,1,0,25,30,8,1,0
38,71,563,3,2,0,20,20,7,1,0
6,71,563,3,3,1,25,25,6,0,0
0,71,563,3,4,0,0,0,0,0,1
22,71,564,4,1,1,15,25,8,0,0
1,71,564,4,2,0,15,20,6,0,0
54,71,564,4,3,0,25,30,8,1,0
0,71,564,4,4,0,0,0,0,0,1
20,71,565,5,1,0,20,20,8,0,0
33,71,565,5,2,0,25,25,6,1,0
1,71,565,5,3,1,15,20,6,0,0
0,71,565,5,4,0,0,0,0,0,1
18,71,566,6,1,0,25,30,7,0,0
13,71,566,6,2,1,15,25,7,0,0
5,71,566,6,3,0,20,25,6,0,0
0,71,566,6,4,0,0,0,0,0,1
12,71,567,7,1,0,25,20,7,0,0
44,71,567,7,2,0,20,30,7,1,0
30,71,567,7,3,0,25,20,6,1,0
0,71,567,7,4,1,0,0,0,0,1
51,71,568,8,1,0,25,25,8,1,0
40,71,568,8,2,1,15,25,7,1,0
8,71,568,8,3,0,20,30,6,0,0
0,71,568,8,4,0,0,0,0,0,1
5,72,569,1,1,0,20,25,6,0,0
13,72,569,1,2,1,15,25,7,0,0
15,72,569,1,3,0,25,25,7,0,0
0,72,569,1,4,0,0,0,0,0,1
4,72,570,2,1,1,15,25,6,0,0
24,72,570,2,2,0,25,25,8,0,0
54,72,570,2,3,0,25,30,8,1,0
0,72,570,2,4,0,0,0,0,0,1
29,72,571,3,1,0,20,20,6,1,0
10,72,571,3,2,1,15,20,7,0,0
44,72,571,3,3,0,20,30,7,1,0
0,72,571,3,4,0,0,0,0,0,1
50,72,572,4,1,0,20,25,8,1,0
46,72,572,4,2,0,15,20,8,1,0
16,72,572,4,3,1,15,30,7,0,0
0,72,572,4,4,0,0,0,0,0,1
17,72,573,5,1,1,20,30,7,0,0
20,72,573,5,2,0,20,20,8,0,0
35,72,573,5,3,0,20,30,6,1,0
0,72,573,5,4,0,0,0,0,0,1
7,72,574,6,1,1,15,30,6,0,0
46,72,574,6,2,0,15,20,8,1,0
40,72,574,6,3,0,15,25,7,1,0
0,72,574,6,4,0,0,0,0,0,1
44,72,575,7,1,0,20,30,7,1,0
28,72,575,7,2,0,15,20,6,1,0
2,72,575,7,3,1,20,20,6,0,0
0,72,575,7,4,0,0,0,0,0,1
14,72,576,8,1,0,20,25,7,0,0
50,72,576,8,2,0,20,25,8,1,0
32,72,576,8,3,0,20,25,6,1,0
0,72,576,8,4,1,0,0,0,0,1
17,73,577,1,1,0,20,30,7,0,0
16,73,577,1,2,0,15,30,7,0,0
7,73,577,1,3,1,15,30,6,0,0
0,73,577,1,4,0,0,0,0,0,1
1,73,578,2,1,1,15,20,6,0,0
11,73,578,2,2,0,20,20,7,0,0
39,73,578,2,3,0,25,20,7,1,0
0,73,578,2,4,0,0,0,0,0,1
35,73,579,3,1,0,20,30,6,1,0
11,73,579,3,2,1,20,20,7,0,0
12,73,579,3,3,0,25,20,7,0,0
0,73,579,3,4,0,0,0,0,0,1
44,73,580,4,1,0,20,30,7,1,0
19,73,580,4,2,1,15,20,8,0,0
37,73,580,4,3,0,15,20,7,1,0
0,73,580,4,4,0,0,0,0,0,1
27,73,581,5,1,0,25,30,8,0,0
42,73,581,5,2,0,25,25,7,1,0
33,73,581,5,3,0,25,25,6,1,0
0,73,581,5,4,1,0,0,0,0,1
52,73,582,6,1,1,15,30,8,1,0
30,73,582,6,2,0,25,20,6,1,0
27,73,582,6,3,0,25,30,8,0,0
0,73,582,6,4,0,0,0,0,0,1
23,73,583,7,1,0,20,25,8,0,0
20,73,583,7,2,1,20,20,8,0,0
5,73,583,7,3,0,20,25,6,0,0
0,73,583,7,4,0,0,0,0,0,1
13,73,584,8,1,1,15,25,7,0,0
11,73,584,8,2,0,20,20,7,0,0
17,73,584,8,3,0,20,30,7,0,0
0,73,584,8,4,0,0,0,0,0,1
9,74,585,1,1,0,25,30,6,0,0
24,74,585,1,2,0,25,25,8,0,0
20,74,585,1,3,1,20,20,8,0,0
0,74,585,1,4,0,0,0,0,0,1
54,74,586,2,1,0,25,30,8,1,0
31,74,586,2,2,1,15,25,6,1,0
6,74,586,2,3,0,25,25,6,0,0
0,74,586,2,4,0,0,0,0,0,1
46,74,587,3,1,1,15,20,8,1,0
47,74,587,3,2,0,20,20,8,1,0
54,74,587,3,3,0,25,30,8,1,0
0,74,587,3,4,0,0,0,0,0,1
48,74,588,4,1,0,25,20,8,1,0
11,74,588,4,2,0,20,20,7,0,0
19,74,588,4,3,1,15,20,8,0,0
0,74,588,4,4,0,0,0,0,0,1
31,74,589,5,1,1,15,25,6,1,0
39,74,589,5,2,0,25,20,7,1,0
21,74,589,5,3,0,25,20,8,0,0
0,74,589,5,4,0,0,0,0,0,1
17,74,590,6,1,0,20,30,7,0,0
29,74,590,6,2,0,20,20,6,1,0
13,74,590,6,3,1,15,25,7,0,0
0,74,590,6,4,0,0,0,0,0,1
4,74,591,7,1,1,15,25,6,0,0
32,74,591,7,2,0,20,25,6,1,0
43,74,591,7,3,0,15,30,7,1,0
0,74,591,7,4,0,0,0,0,0,1
10,74,592,8,1,1,15,20,7,0,0
29,74,592,8,2,0,20,20,6,1,0
14,74,592,8,3,0,20,25,7,0,0
0,74,592,8,4,0,0,0,0,0,1
36,75,593,1,1,0,25,30,6,1,0
12,75,593,1,2,0,25,20,7,0,0
25,75,593,1,3,1,15,30,8,0,0
0,75,593,1,4,0,0,0,0,0,1
23,75,594,2,1,1,20,25,8,0,0
53,75,594,2,2,0,20,30,8,1,0
51,75,594,2,3,0,25,25,8,1,0
0,75,594,2,4,0,0,0,0,0,1
15,75,595,3,1,0,25,25,7,0,0
44,75,595,3,2,0,20,30,7,1,0
34,75,595,3,3,1,15,30,6,1,0
0,75,595,3,4,0,0,0,0,0,1
51,75,596,4,1,0,25,25,8,1,0
32,75,596,4,2,0,20,25,6,1,0
31,75,596,4,3,0,15,25,6,1,0
0,75,596,4,4,1,0,0,0,0,1
22,75,597,5,1,1,15,25,8,0,0
48,75,597,5,2,0,25,20,8,1,0
16,75,597,5,3,0,15,30,7,0,0
0,75,597,5,4,0,0,0,0,0,1
32,75,598,6,1,0,20,25,6,1,0
47,75,598,6,2,0,20,20,8,1,0
5,75,598,6,3,1,20,25,6,0,0
0,75,598,6,4,0,0,0,0,0,1
34,75,599,7,1,1,15,30,6,1,0
53,75,599,7,2,0,20,30,8,1,0
6,75,599,7,3,0,25,25,6,0,0
0,75,599,7,4,0,0,0,0,0,1
52,75,600,8,1,0,15,30,8,1,0
16,75,600,8,2,1,15,30,7,0,0
33,75,600,8,3,0,25,25,6,1,0
0,75,600,8,4,0,0,0,0,0,1
34,76,601,1,1,0,15,30,6,1,0
17,76,601,1,2,1,20,30,7,0,0
31,76,601,1,3,0,15,25,6,1,0
0,76,601,1,4,0,0,0,0,0,1
34,76,602,2,1,1,15,30,6,1,0
49,76,602,2,2,0,15,25,8,1,0
48,76,602,2,3,0,25,20,8,1,0
0,76,602,2,4,0,0,0,0,0,1
34,76,603,3,1,1,15,30,6,1,0
11,76,603,3,2,0,20,20,7,0,0
14,76,603,3,3,0,20,25,7,0,0
0,76,603,3,4,0,0,0,0,0,1
44,76,604,4,1,0,20,30,7,1,0
30,76,604,4,2,0,25,20,6,1,0
14,76,604,4,3,1,20,25,7,0,0
0,76,604,4,4,0,0,0,0,0,1
46,76,605,5,1,0,15,20,8,1,0
22,76,605,5,2,1,15,25,8,0,0
15,76,605,5,3,0,25,25,7,0,0
0,76,605,5,4,0,0,0,0,0,1
45,76,606,6,1,0,25,30,7,1,0
42,76,606,6,2,0,25,25,7,1,0
47,76,606,6,3,0,20,20,8,1,0
0,76,606,6,4,1,0,0,0,0,1
20,76,607,7,1,0,20,20,8,0,0
42,76,607,7,2,0,25,25,7,1,0
31,76,607,7,3,1,15,25,6,1,0
0,76,607,7,4,0,0,0,0,0,1
12,76,608,8,1,0,25,20,7,0,0
37,76,608,8,2,0,15,20,7,1,0
